Contract Count,ID,LGA,Population,SEIFA,TargetedGroup,Service,Agency,Indigenous,Year
1,D13-06947-02,Wellington,9054,7,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-02,Wellington,9054,7,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-02,Wellington,9054,7,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Bega Valley,33468,47,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Bega Valley,33468,47,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Bega Valley,33468,47,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Bombala,2422,30,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Bombala,2422,30,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Bombala,2422,30,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Boorowa,2602,49,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Boorowa,2602,49,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Boorowa,2602,49,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Cooma-Monaro,10216,62,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Cooma-Monaro,10216,62,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Cooma-Monaro,10216,62,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Eurobodalla,37643,35,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Eurobodalla,37643,35,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Eurobodalla,37643,35,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Goulburn Mulwaree,29376,40,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Goulburn Mulwaree,29376,40,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Goulburn Mulwaree,29376,40,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Harden,3751,23,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Harden,3751,23,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Harden,3751,23,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Palerang,15510,91,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Palerang,15510,91,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Palerang,15510,91,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Queanbeyan,40858,86,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Queanbeyan,40858,86,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Queanbeyan,40858,86,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Snowy River,8069,80,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Snowy River,8069,80,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Snowy River,8069,80,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Tumut,11375,27,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Tumut,11375,27,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Tumut,11375,27,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Upper Lachlan,7761,74,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Upper Lachlan,7761,74,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Upper Lachlan,7761,74,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Yass Valley,16433,88,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Yass Valley,16433,88,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Yass Valley,16433,88,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Young,12641,28,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Young,12641,28,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-03,Young,12641,28,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Dubbo,41573,54,385 Community based supervision,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Dubbo,41573,54,388 In transition custody to community,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Dubbo,41573,54,3891 At risk (Re-entering crim. justice syst),A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Forbes,9759,29,385 Community based supervision,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Forbes,9759,29,388 In transition custody to community,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Forbes,9759,29,3891 At risk (Re-entering crim. justice syst),A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Gilgandra,4440,11,385 Community based supervision,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Gilgandra,4440,11,388 In transition custody to community,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Gilgandra,4440,11,3891 At risk (Re-entering crim. justice syst),A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Lachlan,6775,26,385 Community based supervision,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Lachlan,6775,26,388 In transition custody to community,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Lachlan,6775,26,3891 At risk (Re-entering crim. justice syst),A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Mid-Western,24017,47,385 Community based supervision,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Mid-Western,24017,47,388 In transition custody to community,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Mid-Western,24017,47,3891 At risk (Re-entering crim. justice syst),A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Narromine,6854,19,385 Community based supervision,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Narromine,6854,19,388 In transition custody to community,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Narromine,6854,19,3891 At risk (Re-entering crim. justice syst),A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Parkes,15217,24,385 Community based supervision,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Parkes,15217,24,388 In transition custody to community,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Parkes,15217,24,3891 At risk (Re-entering crim. justice syst),A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Warren,2921,32,385 Community based supervision,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Warren,2921,32,388 In transition custody to community,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Warren,2921,32,3891 At risk (Re-entering crim. justice syst),A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Warrumbungle,9786,10,385 Community based supervision,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Warrumbungle,9786,10,388 In transition custody to community,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Warrumbungle,9786,10,3891 At risk (Re-entering crim. justice syst),A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Wellington,9054,7,385 Community based supervision,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Wellington,9054,7,388 In transition custody to community,A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06947-07,Wellington,9054,7,3891 At risk (Re-entering crim. justice syst),A01.3 Community living support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,Blacktown,332424,61,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,Blacktown,332424,61,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,Hawkesbury,65527,77,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,Hawkesbury,65527,77,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,Hawkesbury,65527,77,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,Holroyd,111100,60,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,Holroyd,111100,60,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,Holroyd,111100,60,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,Parramatta,189932,73,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,Parramatta,189932,73,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,Parramatta,189932,73,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,The Hills,187703,97,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,The Hills,187703,97,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-01,The Hills,187703,97,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-02,Blue Mountains,79688,82,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-02,Blue Mountains,79688,82,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-02,Blue Mountains,79688,82,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-02,Penrith,194134,71,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-02,Penrith,194134,71,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06949-02,Penrith,194134,71,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06951-01,Auburn,85446,41,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06951-01,Auburn,85446,41,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06951-01,Auburn,85446,41,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06951-01,Bankstown,200357,44,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06951-01,Bankstown,200357,44,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06951-01,Fairfield,203109,4,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06951-01,Fairfield,203109,4,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06951-01,Fairfield,203109,4,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Ashfield,44498,80,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Ashfield,44498,80,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Ashfield,44498,80,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Burwood,36053,79,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Burwood,36053,79,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Burwood,36053,79,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Canterbury,150626,34,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Canterbury,150626,34,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Canterbury,150626,34,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Hornsby,168614,93,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Hornsby,168614,93,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Hornsby,168614,93,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Hunters Hill,14689,95,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Hunters Hill,14689,95,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Hunters Hill,14689,95,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Ku-Ring-Gai,120978,100,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Ku-Ring-Gai,120978,100,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Ku-Ring-Gai,120978,100,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Lane Cove,34807,99,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Lane Cove,34807,99,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Lane Cove,34807,99,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Leichhardt,58136,93,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Leichhardt,58136,93,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Leichhardt,58136,93,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Manly,44786,96,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Manly,44786,96,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Manly,44786,96,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Marrickville,83356,83,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Marrickville,83356,83,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Marrickville,83356,83,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Mosman,30276,99,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Mosman,30276,99,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Mosman,30276,99,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,North Sydney,71025,97,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,North Sydney,71025,97,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,North Sydney,71025,97,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Pittwater,63338,95,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Pittwater,63338,95,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Pittwater,63338,95,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Ryde,114598,89,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Ryde,114598,89,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Ryde,114598,89,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Strathfield,39481,84,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Strathfield,39481,84,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Strathfield,39481,84,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Warringah,155289,91,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Warringah,155289,91,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Warringah,155289,91,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Willoughby,74166,94,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Willoughby,74166,94,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-01,Willoughby,74166,94,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Hurstville,85886,78,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Hurstville,85886,78,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Hurstville,85886,78,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Kogarah,61030,86,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Kogarah,61030,86,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Kogarah,61030,86,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Randwick,143776,88,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Randwick,143776,88,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Randwick,143776,88,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Rockdale,108072,75,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Rockdale,108072,75,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Rockdale,108072,75,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Sydney City,198331,85,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Sydney City,198331,85,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Sydney City,198331,85,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Waverley,71769,92,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Waverley,71769,92,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Waverley,71769,92,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Woollahra,58619,98,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Woollahra,58619,98,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06952-02,Woollahra,58619,98,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-01,Camden,67084,87,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-01,Camden,67084,87,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-01,Camden,67084,87,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-01,Campbelltown,156572,38,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-01,Campbelltown,156572,38,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-01,Campbelltown,156572,38,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-01,Liverpool,199928,58,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-01,Liverpool,199928,58,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-01,Liverpool,199928,58,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Kiama,21314,84,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Kiama,21314,84,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Kiama,21314,84,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Shellharbour,68762,53,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Shellharbour,68762,53,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Shellharbour,68762,53,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Sutherland,225070,89,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Sutherland,225070,89,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Sutherland,225070,89,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Wollongong,206794,65,385 Community based supervision,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Wollongong,206794,65,388 In transition custody to community,A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,D13-06953-02,Wollongong,206794,65,3891 At risk (Re-entering crim. justice syst),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,DAGJ 2012/74,Bankstown,200357,44,389 At risk (entering criminal justice system),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,DAGJ 2012/74,Lismore,44629,43,389 At risk (entering criminal justice system),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,JJ 2013/20,Blacktown,332424,61,389 At risk (entering criminal justice system),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,JJ 2013/20,Newcastle,160021,72,389 At risk (entering criminal justice system),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,JJ 2013/20,Port Macquarie-Hastings,77481,49,389 At risk (entering criminal justice system),A01.2 Personal support,Justice,Non Indigenous,"""2013"""
1,1-2083588214,Coffs Harbour,72382,46,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2108255414,Bathurst,41682,68,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2108255414,Oberon,5327,52,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2109463063,Cessnock,54979,19,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2109463063,Dungog,9108,63,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2109463063,Gosford,171992,75,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2109463063,Lake Macquarie,202676,69,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2109463063,Maitland,75170,70,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2109463063,Muswellbrook,17045,51,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2109463063,Port Stephens,69728,58,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2109463063,Singleton,23884,76,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2109463063,Upper Hunter,14658,56,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2109463063,Wyong,159015,37,"215 Families (adoption, foster care, respite)",A02.4 Out of home care,FACS,Non Indigenous,"""2013"""
1,1-2152230931,Bankstown,200357,44,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2158414339,Kyogle,9531,8,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2158414339,Lismore,44629,43,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2164473843,Blacktown,332424,61,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
1,1-2164473843,Blue Mountains,79688,82,110 All (general population),A07.2. Community/group devel. & support,FACS,Non Indigenous,"""2013"""
